,Address,collateral,cumulative_deposits,total_fee_paid,realized_pnl,~roi
1864,3GZ1iBPaZKCQ4pBeXd58Z3W4j1sHd5P7PMK75DcxYPhH,0.001,-3646.83,215.348,3646.831,inf
2777,8g9FkzNvLXwsSfAPHp8DGuADxdHkMVHi2KGYdk4rhbyZ,0.004,77.21,214.879,-77.206,-1.0
2680,BG1AcM8LcfkiLQpxZDP28ftW65yZeEx3rchyUbPS7pAK,0.005,268.78,213.61,-268.775,-1.0
6711,3tmdrjoBp8JsjUxZ87Fqjwsfmow5pjYjRyuYdvtjwK2D,20.229,240.77,213.425,-220.541,-0.916
283,GX5qA2h1UzdRotZfNdP52mLHjDtxcJbvyqB59JEV3QZu,0.005,2001.96,212.544,-2001.955,-1.0
1659,8C8FuKscFhHdVkdBz266F1aNxcatKD3y9kDD18SDYhMH,126.21,841.0,211.39,-714.79,-0.85
4592,HZZ9jPcojXMn3qM3jnNmFnDBpYX4jeAQYwWbAybYJPHU,7935.688,9549.9,211.126,-1614.212,-0.169
3336,VFQ9DanqqybSUD6k9a8Xo4WbG2qLubmEiYPaQqrVF7z,0.01,537.41,209.846,-537.4,-1.0
4618,61MmLeD3b4V8i9BG8iBSFfm4PgkEAS5rWiffuj8bxCi6,0.008,591.77,208.846,-591.762,-1.0
4227,CCP5P6U4xBjea3snWgwBb5rtaounEAsNHpWzTUeNtVf9,122.366,811.54,208.467,-689.174,-0.849
777,2ChBVDqNJt66bdL5QpaUuuWHY9xBmkriqSP53LyKon5P,0.01,1041.69,206.962,-1041.68,-1.0
4660,6Rk6wVu6pCDFwEWDbiY8wS93nDghyHP9kzdUEa6eFRRq,369.142,690.0,206.42,-320.858,-0.465
3222,4jEjJLkmmXwRQRRwuujWUECGQzn95fhEUjLQwk2Pf5WR,1355.536,1200.0,206.109,155.536,0.13
5395,HkwAYqrqXTX8QsN6pqnxv7NqeDHF5U43niCzBsZMUiLt,0.008,-336.21,206.034,336.218,inf
5913,zVhLXTmn7YGh6PZMZDNwRsX6xKzLrTB9he8fghSB4nq,0.001,110.88,205.637,-110.879,-1.0
5389,GipBuM8VXM8A89QZ5MBKYCipG7izJ2q3JxsUzBJbzfZ9,77.117,326.0,205.031,-248.883,-0.763
6741,CQwmW2jmTUDohVqUWknk8cYYUTimygySySFkmBPxjq4q,0.005,91.85,204.905,-91.845,-1.0
6024,CiomzdJ9g2bCskudk28cEU4aTgF6jYaerkiazbB7E3DA,398.936,569.0,204.036,-170.064,-0.299
3030,4JiHhtKfKUMPKNrRCk6W6NmhkMWujDRFcYPFqo5kL9Se,152.857,149.0,203.795,3.857,0.026
2528,8UjkZsZStnh4mHmBD1fjDUW1M482P3SyUnvroAVn7bvP,22412.056,18953.0,203.761,3459.056,0.183
2181,4o4p6TDiBtFBxDUDkYD7oVKF95mJsaf14tZYpWUkrWr1,0.002,139.51,201.375,-139.508,-1.0
3156,6psABoPuy1uL9aPw3eZtpoY1nTVkJDwUinHEFPoLuSJS,10928.313,7727.0,201.114,3201.313,0.414
2839,EuYYhx4nv3kAkmgwE5ocYNr486VntN8rLpsm4a2SWhwv,0.009,1862.51,200.222,-1862.501,-1.0
2879,BysWguV8pXMdNCk4oUWLiEUXMG9rRHUmFAG3uSMpRbxq,0.001,284.98,200.207,-284.979,-1.0
6562,5pwEPQdQAoMmoQYK3GXfNYtZSgEYtzr4vZYQQkgUCv2z,1327.599,700.0,198.175,627.599,0.897
3536,6o4KiGLxbbvSfMzuqUcmMu775vNmZaAQdP2nrhd4JCov,35270.825,40000.0,196.829,-4729.175,-0.118
261,7iSXvck8KZn9BSSTZMWUHeECTQxU9i2WJUh4cZisV3Y9,0.0,371.75,195.642,-371.75,-1.0
6759,6xFAmuXkSiTpJsPeGQ7vUH9zqPiY3eDVUnBoD5WVSSbT,1072.662,1128.5,195.458,-55.838,-0.049
6497,BHHmnNdrMW4E8gGgyVzV9HEzAHL6P8FbQBHksprPfiuC,0.004,142.27,194.842,-142.266,-1.0
257,481HRbv6D2k5zvnbsZsbReLgYEgAHsdJAVwxoXg7FCx3,48522.696,49686.0,193.455,-1163.304,-0.023
1610,GQKsJpFyf2c2gVMgAx78j6e9SCx6WzqbZC2pvriZ8tBe,6965.095,5847.0,193.329,1118.095,0.191
5971,Drkw9ZfordJrXzMqEbeQHQ3phh7U6xgxRi5s36mSs5uZ,0.004,472.57,192.98,-472.566,-1.0
5317,Bx75xahYNSW9G14EnjKntV1KnBWV7qWEgDneFZqWbHxn,9967.702,8888.0,192.65,1079.702,0.121
990,775ANAGx3kyFQV6YHvQXmfA7gB6DFkyojsQZXVdF4vwr,0.005,9969.84,189.875,-9969.835,-1.0
339,9DYbNzkjgZzZh7vN6j8oHBwt37JMeHsDRHCWAM2nqqJJ,0.003,-1080.22,189.378,1080.223,inf
692,5DxVADLU7TSK1NncLp469TnPZpi5rjNh4u1GHUZvFD73,1262.063,1200.0,186.252,62.063,0.052
35,GhMCtxUcaDruM5Am3abb5bjot5pYjfvwv54PiN8wA3Fi,0.001,-405.93,186.188,405.931,inf
2642,DNP5N9aV2P39WM6DYim8owhwkpBYSR7eXs88MUP4LFVy,0.01,405.37,185.288,-405.36,-1.0
1685,FARaCKgxAmXAqgNWYFoRqJQKnVzP64jiigH9crDHE2gV,0.003,-119.16,184.623,119.163,inf
2580,93AGRvU9jLpCXC9sLZbbzUWE5CAxqyrmDC5uErSVbBfP,0.005,-15.84,184.009,15.845,inf
6605,2EivMuuecurojXP86i5YPxepdQLFT6Rkf77ktBon6fTa,0.007,-712.02,182.701,712.027,inf
6167,4bfSRCQiB2AYsFxiBJTkhPbE61QDPRcwxvvrMssZdZJh,46082.843,46073.0,182.196,9.843,0.0
635,CmvNNpdGVDGujBadaMmgKc8xgFfyV6G9PNEjD8zEND6L,7682.956,11871.0,180.967,-4188.044,-0.353
2802,AroPKVVUquHdNwS1eH2yoMjTuN3KxD4GhCHPsbgTT9UN,1371.101,1200.0,179.04,171.101,0.143
4477,2hffMTM4DWHvJndYsT5pMMqS8PcyEyqVU9nGA73ozRRB,0.0,-222.0,178.327,222.0,inf
3849,DLrYNfG8qFE38q2fQjtnx2bbNZoAWXqSgNKJ5DZis3WD,101.009,2041.02,177.985,-1940.011,-0.951
4671,4k95B2HfiTXT8fDtW4286MoEPj6UdPiQd5BjFadjs8Pv,101.193,1016.0,177.327,-914.807,-0.9
3102,6LkAihMZzH2JQPX1ijJpTmiDuVdn8JHGNSDbJ7YNBvcc,0.002,-381.4,174.444,381.402,inf
4500,EiyJjAgBvVZpRC9w3kVDMEDrhCEMEZywuGUqDfG8jw5u,1726.585,1900.0,173.603,-173.415,-0.091
762,9iBRvCAZMjzSRSX9mqPssy5KuJ8dnK31xAjui2g1wA8G,1452.664,5841.0,173.587,-4388.336,-0.751
4386,6MMTJL3y6YhopzXUFX1xArETsvJssvc6evUtiS2JGYjJ,21.2,176.624,173.37,-155.424,-0.88
4031,AuYVtdxUQcLgiUCG38uoWAEQQ5N6sL5ZDrwS4x7WPnLB,0.003,1103.38,172.57,-1103.377,-1.0
738,4Gbr4Jw6TAYt1uXLAmcTzAbYfC3eV7hReKWo9kCN9eT6,3385.717,4300.0,169.423,-914.283,-0.213
3912,6RKrKbMzsddgcPiwWpVfocqzcQzAzzZua9xbR7PXzLdg,0.004,1041.78,167.919,-1041.776,-1.0
6450,6u6bPgAmK8ufACrQV99A1Y5nhGkue3KEUHmQQkcNkxwP,55.851,401.0,165.447,-345.149,-0.861
1353,9mhL5WpXabHf8a35FcvHataM9uSm8dTvn2DByNac2mjJ,621.326,998.71,163.965,-377.384,-0.378
5759,2qhNaXnvUwQksdG8uiRfZZb2Vs2ASeyvGSPCZz5peJaK,0.01,-1298.78,161.876,1298.79,inf
4403,DhksgDmMkshDNWWJMo278HwoAHvSYQ6P55c9JscMWBRB,1455.063,5814.0,161.018,-4358.937,-0.75
5694,FhiDN96bFAtwm4zLsbdPC13swT4Sod269JZRC7fQTEUj,0.001,-310.82,160.189,310.821,inf
1573,EX5b53BcbuBPXVjUzsLYRwmGpjiovsYdqwdtucnWQEi1,0.006,917.06,159.892,-917.054,-1.0
6608,HcaY2wJqPAyx8SStfWRH5khkfXZniki1JxHsUNmrjJ6G,26472.375,26062.8,159.123,409.575,0.016
3931,7C8f8dxxqQEZyKpHMWaQtfGckrkLgUYmfEH9tjcwB8HT,0.006,-2144.41,158.568,2144.416,inf
5366,7pmTYsybMmqgDWwzNkXNUGCG6dEgMKNN8FHujMRHcFmh,892.787,404.0,158.469,488.787,1.21
935,B9ytpw6fHdGVDGxY9NhwJeKQyqStRGzcWkaEaRQb4LT1,4703.687,20000.0,158.463,-15296.313,-0.765
2769,DreGFqztjKiGoaVY6gCmWXsxPFF9fvegChceAgwE41yb,6923.735,14090.0,156.982,-7166.265,-0.509
1835,4hZG7dM716SxDagiFGwt1gSC99B2QK1emGLV9TJmmuR8,13779.401,10000.0,156.624,3779.401,0.378
6503,9ejxwu1RWfTKCHH9T9vc1EdRTsfmnny5gKhW2WHLXH4K,1485.668,1600.0,156.528,-114.332,-0.071
5328,4vQ5zywuZpmN44XiAAsTKtxmB7Bp9kScP2GeJaZFT2Uw,0.002,-1336.0,156.514,1336.002,inf
2156,LQFXrKRAfpY4YNqt5p1BezCryLxX8oVfPX7J5NDAnxU,0.006,192.47,155.151,-192.464,-1.0
3830,84uT5pucQRcQUpX8tC179bBJ22KXCfZMwAp56f2TGLdU,104813.909,100000.0,154.414,4813.909,0.048
3506,4MqpNbZNfpXsv1VoeQ3K8xJhE8nYBfmfQ8zhvL8YQMEe,0.004,191.47,154.129,-191.466,-1.0
4693,Gwe1S7Wthi8pcNCzk1ttAvXwTUpBtfsEoDW5fMWRrPcW,9.666,320.32,154.11,-310.654,-0.97
634,9RSLF7CgSA6UhBqxHhcVtutrpkZgXoc78bANws7AWBTk,0.002,-4721.9,153.045,4721.902,inf
554,HiBxxfD7jn3Wr2Cr6tma2CNqZDqby5bGuSx77gr9Ywp7,0.002,874.41,152.473,-874.408,-1.0
1337,7UgYwZJrs1yryoaYpRJ31xL8N1V3W3UcmfTDHnvmcpkq,0.006,1200.89,150.514,-1200.884,-1.0
5648,6y4b8kKXNSD4dqGX7Y8HTBXHaqV59n5tHZyX5xacez5H,0.002,-766.76,150.276,766.762,inf
3555,Ew46nMa9TojSd6MHZjJm79LbLKzF2RbheniWUyBHuXvn,0.004,-2635.33,149.887,2635.334,inf
5500,8y4fmEK5ybW29NFst6nf1vAYLcF75SFBbkz6GqpSz4Zp,0.0,-394.54,148.893,394.54,inf
6282,68zbVKnneMQqngbNkeLtPEP2ayNhawc1B2hPgqAEqgXK,0.009,887.16,148.742,-887.151,-1.0
4712,Bj15AJxC22vM6iTBpGRZKXw1Ftc8zNvJaRpjKcmrbJTi,99890.057,99988.0,148.117,-97.943,-0.001
4701,4j19AEcDwhtAZrnoDc4epNPmEL1jPpVUMeg7RmQ72Qkb,29422.545,52398.0,146.48,-22975.455,-0.438
426,5mnJjqhdtfqBRNoEecydrcqNTMWTPv3gzAHUtcbVFKbX,6878.586,5800.0,145.963,1078.586,0.186
1309,FEFxABqM9PedP4GwKQtJ3U1TYwnNrBFpTJwM8H5goKAZ,0.002,-441.62,145.869,441.622,inf
4926,E4iZW2i7YcrVadVRGaRNGathDN3pQY1W2tjBExek1rMh,0.001,708.57,142.739,-708.569,-1.0
96,F9L95DtH5csfxLe9zrR1b3FbTgsNTqL6bYe6RVwtLxbe,0.003,1.41,142.59,-1.407,-0.998
4985,DpJQRYveNWVf45GJXSK6z8vzUEDrYykbKeB3AANryGj6,20.002,137.0,142.307,-116.998,-0.854
5748,AK1gH7jPDGzKUkMj3kTiSfCZfDRgYMHis2SvNVoBVor1,0.006,247.83,142.026,-247.824,-1.0
3175,BELLbzmdx1SYke9kZUxFi9VcdvwaHmkZyv24FArQ1J2f,0.0,2805.0,140.41,-2805.0,-1.0
5903,FQCNjgWGjxvM42qysboSjB117zVzmfHV9wDSfwoZLCjC,30.476,135.0,140.343,-104.524,-0.774
2026,BZBLrn5keWygu3ZWkcGLsFgV2aeBX551feJBEWj12LxB,1668.51,5844.0,139.34,-4175.49,-0.714
244,CehC4CkygR3myQWie8T2gjA6t4TeYmMriSQwWCeHNwdh,45047.95,42367.86,139.214,2680.09,0.063
2280,3DMJt5ZX26uEuMqHwJ7AqekB4vP1MZEaLVUpJCXrjSSf,0.007,-1699.14,139.057,1699.147,inf
758,HuW7BUXhXR4nzZDn6bev6tnMdiUZhuCetbXZfsUiVe4g,1678.026,5828.0,139.033,-4149.974,-0.712
5548,ADWeVoMSz8Y7JqySqGfFWXsEQke8F1PT2y7gvC4UxaKn,1642.972,5831.0,139.022,-4188.028,-0.718
814,CM8bKiZMZGkTj5SGw4DddfzFLuPcyQu7KgFtMVwQvzws,1832.127,5828.0,139.011,-3995.873,-0.686
2273,9wT1jRQKykx64MJit7g784aWfkEKvMDmj2E93ibTiMhB,1511.945,5830.0,138.998,-4318.055,-0.741
524,7HZBBWX4EaazJoSSEeK6qyD3suvVAcaiSDCYwSG5BJ3o,1677.6,5825.0,138.956,-4147.4,-0.712
6631,FHe77wEC8PvDMsvY5zep1oiUP43EDBQT2gpAXhFQWVFu,1819.555,5827.0,138.928,-4007.445,-0.688
6411,AkRTsxpyVettUNiehWayHXYqKnq4zxUMFN5ZRF6nRxP7,1518.193,5826.0,138.927,-4307.807,-0.739
4792,6rCrVRgk6daaR1ZvJSsjjRmJJ5GfTh7J3rvCDp4YArM7,1441.695,5828.0,138.874,-4386.305,-0.753
2358,6fUnkL4Sno3M65HCvKBTTURn4kgJt6Buu1WNGB4ECxBg,1703.633,5822.0,138.85,-4118.367,-0.707
5183,BUZHMBnW8g4QG7XdETctfHoUpBUN6AvFSiVoAtkS3QGL,1461.164,5830.0,138.83,-4368.836,-0.749
796,DBNKpnC6eW8eA3VqaWZbt3KXa95DdPZQ3Km6CC8Q6cLp,0.01,446.54,138.627,-446.53,-1.0
6054,6b5ZUpe51ggYVqyV877o1oLCZwTbwravdhbG8FPxk5Cp,1830.236,5808.0,138.598,-3977.764,-0.685
408,CEFzNhy7dcJMPajxSZCsAVYejUs41kTP9A4fKzZETRJn,1650.89,5809.0,138.58,-4158.11,-0.716
5115,BqJvGVvnQu1CWxgt5Zsn76zcnDe2qGwU7sTHsU7CmMRb,1636.418,5800.0,138.386,-4163.582,-0.718
4132,Egbh7AtsbhSx8vFC5LHBrHeAzhSH1XpMzRdKsEAm7rNJ,1500.39,5800.0,138.35,-4299.61,-0.741
4838,4y3ihantRrG6ArAkW8grdWQgVZUf3HpzRsLJXN8fj6kF,30785.359,30706.0,137.935,79.359,0.003
3360,Fwv1EVhcmEYUJrPNjVgVxJnRJVJv8vzCcmZ3e8JKck8t,1570.73,5805.0,137.821,-4234.27,-0.729
5668,4TFryxDLZMnYY1mJ3DYj3ypRUwtSA2fmeujqkNys3r5D,1625.073,5800.0,137.768,-4174.927,-0.72
6077,9TAKUFxF6p3T2ZNyt8R9oKyuQDzcCNgxhxLkkrWjyoyz,0.008,82.56,137.53,-82.552,-1.0
1086,2dSDhkCA6Z4wKwZV26EM7quSht4SPh7UakvWn553vs5i,0.009,1090.28,137.072,-1090.271,-1.0
3937,GNvfwaoNsUfKkqVmJQBAD1RZ6uRy5xQQoTHH33jjjYUy,1897.295,5711.0,136.534,-3813.705,-0.668
5785,8jmTkoNA5LM3xnsV2E1RRUegxYb8TospBNRbupaCeLF8,0.0,177.45,136.46,-177.45,-1.0
2745,DhpFJxgep5Wm8dKbouqkTbjQevCyF5PFrrZeMQ2KdD8D,7021.085,5829.0,135.82,1192.085,0.205
5217,HrMU97x35iest4SbaLBFJZVhKJa5xtNrFMRmZ25fekzk,6953.077,5823.0,135.745,1130.077,0.194
6360,8fC4hoixR4EPaeQu5BMpFbasCBDDie1DjdocbvuPCBAk,7006.497,5818.0,135.591,1188.497,0.204
5653,FDQM7LdXmZGGeqpTtgYo7WRoTEqozYuYEjYKzZjHJaYp,6928.474,5800.0,135.263,1128.474,0.195
4151,4ifaNFTKDdyaLuxGCjtmvgcGwm4XJ4RvrzqKV4s1Srok,0.001,-868.44,135.248,868.441,inf
1452,GQKB3Rvb9qvCgAYFSJ4b2kSbbzdDBucksbncqxHa2S5d,7004.024,5800.0,135.198,1204.024,0.208
4153,4zYJejjqFtHKhrFAgpf9DgyyKaufaR5Q2zg7a3FKDDMP,1419.462,1200.0,134.572,219.462,0.183
3328,5YfMUmhxWyzqMbM1FUFViE6gUS1M5roAje1LH3Zab5cN,1796.199,1200.0,134.189,596.199,0.497
2903,jLcMvWkdEDweLB1otEdmsnL48kQPF5esSKx5WDzrdei,0.002,294.21,133.811,-294.208,-1.0
4361,Dw8fNc9SPR12nU7KFpiUFHMYu9crPYPCSr1dCLoaRZPD,45.473,200.0,133.795,-154.527,-0.773
1943,G92jcmYyFqLTZFiX1gASWrLtAD28PddR1tHU43tumBmt,0.001,-166.87,133.202,166.871,inf
3067,DvbE6a4BKiYPwjJ872anfjc2xxAfKjFHL1L181JHQ3Ks,6679.381,6188.0,133.133,491.381,0.079
6495,BYpc1b6JZffQpHSYCAWBUyuDYjS4QqfQy5czdtfRWRPr,0.007,189.23,133.002,-189.223,-1.0
2213,3xVEsY1YMn4TbGBgwYuTqiH8w3KV8fU87qsVm4XF27vp,0.004,-2613.99,132.707,2613.994,inf
4670,EmHwYySUTRtPZVsRfb3XsnjvGz7hygvp84YDHbx3yUTF,0.01,360.71,131.616,-360.7,-1.0
4718,8B3rcU673jZubkZzUVDksTTyqTvAKKQH5seP9DUDKQYp,14096.952,12239.0,131.354,1857.952,0.152
106,3wHstepynzpZhjBJaYNo9sCXGzC8Hs97LadDF8MEk565,30.931,152.0,130.946,-121.069,-0.797
371,xpasi6uWiYb87XKNzeYL4UPVH17CR39JSxZ5PiDsK9e,0.006,124.75,130.5,-124.744,-1.0
1523,BQr7gf1QWqHUWi5FNPFtQKmDwrXeJe5FDKegDrXBUeVP,0.008,206.8,129.712,-206.792,-1.0
1416,8DKsQyYNJFCzNnHSQMYb6fPnirYJ2rFp5ws3WHW7xU8x,0.003,2024.442,129.358,-2024.439,-1.0
4282,cpjjVJexziW9gtTfUQufhv4fuQQptQYmmjtn2fxSYKo,0.005,235.17,128.245,-235.165,-1.0
5707,4qSdNoP9et6N9NLSkEHmNEL2r3YYDvoCNLVaT9KrGCdX,0.001,414.95,128.225,-414.949,-1.0
432,BcFk9XUrzJRvxe3LPE5go95n7ALfu2yM8SXDm7BYHvzZ,0.0,818.0,128.072,-818.0,-1.0
2793,56s45ZhSgHLSBNgxCmEuDfmiNqeEmy6uRURsuEpwhJq,0.004,357.24,126.996,-357.236,-1.0
2530,DJUAMqfHgb79RdxxLnZdXh1bBSkDT3tPcHr1SeYY6Yot,0.56,122.56,125.452,-122.0,-0.995
1312,Hk2muiKBS37t4rZjyiXiX2DjP7pjbNaK9iq6iYwsNqU4,6415.766,5833.0,125.196,582.766,0.1
3546,HkjKjzdiR4vCuGfWEgTr88zn9x2SDQGJvnebLSF8XbNe,6365.259,5828.0,125.132,537.259,0.092
3338,GnCQoShXjH26oBNHo13uABKefVikpZNRnzcSSvwrNEBH,6363.886,5828.0,125.121,535.886,0.092
1766,EVYhFik87aFqRodKYY78xoUDAzpnnEm2buTnWkC8SdB9,6323.972,5822.0,125.027,501.972,0.086
230,D8hA6qzDLFSTbkwvEdBsFZz5ykzuLP96FPhYh4uSh2PW,200.844,193.0,124.918,7.844,0.041
4538,B33aUXAQAieQzVQPMKwvAJsqQj3ZRymPzZExSXoUTXYn,6351.112,5813.0,124.808,538.112,0.093
5800,BubwQg3rMQFk9V1DZSP5KFeZ4pNJh5RHc3Kh9SHnfY7j,6264.364,5813.0,124.679,451.364,0.078
2872,ETk7NbCfKDLFA58BV2TKHPxjPXasByzV93h6EGhMevQL,6279.011,5800.0,124.557,479.011,0.083
5972,9rC2oHSfyCdRPE3SmVLCtDLdosb9qnso982y5MrkhAyv,6331.635,5800.0,124.532,531.635,0.092
4416,CJ9oNBfZkmZPyHLigHVKwRQxmKJaBGxgwevYepvtosce,6331.647,5800.0,124.514,531.647,0.092
925,77SY8DKBnCtQ6yC8syF8JckfALWX28ysZvLBqAxUCsPH,6334.823,5800.0,124.51,534.823,0.092
1730,BWUoTPC3NJMrPPzaJTjozArnxRn2fTDPkdBCKGrZ4CHS,6332.74,5800.0,124.507,532.74,0.092
3720,AFMN2ZeGHopVG5e8sDnj8F6tyDa5nfYB7MKAmRgzuB3u,6351.714,5800.0,124.48,551.714,0.095
6636,684G7AwydPdEXw3CXh4UuX8FPEA2cdeA8WpSMfKrRYeE,6269.738,5800.0,124.48,469.738,0.081
3610,3GdXAHDEyQ4sus7W2C3KG6AReHm1BhEGtvn5aHEq79WN,0.006,144.763,123.334,-144.757,-1.0
2148,4E9X2eUGE4tnXEMHVNjQzLHgT3iSqZSDBMYkHitwSaKt,6171.645,5727.0,123.013,444.645,0.078
3291,4AuUWWavzw3JFbKnJukGCvg4QRfPpiMjquySnzr3GTZd,733.745,875.0,122.739,-141.255,-0.161
3383,C9JiT1sQhakzmJuCPfGDq2RV2HjMtCW8CBXVp9shKSuG,0.0,200.25,122.613,-200.25,-1.0
1498,kqkEMZvKAtvsbPgD7k1D79pGYjYYshTMJMetCAddNzj,0.003,470.9,122.146,-470.897,-1.0
4110,6X5por58mMECmNZQEWpo8M8aA1eHJqr5LNeV9vC7GW5e,155.583,353.69,121.93,-198.107,-0.56
1189,DhrPKe7Fb5iz6bw11S1dmwZVuZ9qfjMRe8JV6Abf6VYP,20.714,127.0,121.889,-106.286,-0.837
6370,54gJUjGa5gqehuKPaBEvJ1Ec2vCFh4B35cvtMFLigESU,10221.464,10215.2,121.126,6.264,0.001
2422,C3CWTAtrGtVRU1nHqvV8r8NvQXeUmxDDCCPkUNb2aEaV,0.008,167.02,121.087,-167.012,-1.0
3065,7BY59PkXpdNQBwBAUte9icDDzB9H7pUWpG92DDtb5bQp,0.0,718.0,121.057,-718.0,-1.0
6651,CrVwfwqXiECyR4PMHs3ZiibPmEpRnJFdtG2wDEBAUDB7,0.0,-443.0,120.955,443.0,inf
3254,FLQcLhAsRBKnLcSYkK94Za6NhGudrCGhGGxFTdDhVC6L,0.072,-3382.04,120.786,3382.112,inf
4938,FqnGfRMxzE5abKCgku6wGvd8rmT5QdDSaocWR7QMZxgP,0.007,188.415,120.727,-188.408,-1.0
2284,9rYTKWxnfGMVM46eCNb3nRvpSCAu22d5xFmSMMZsvPBi,0.006,-253.77,120.456,253.776,inf
2644,FPSzEMwNaAPzPFh9W4MTtqY5QdfdnhahQ7HQDwU28SSq,0.003,286.482,120.166,-286.479,-1.0
1187,JBz9ofrFqLRMamBnG5ZeYHg4FciSr6RWuLdhc8SDLWtv,0.007,621.93,119.498,-621.923,-1.0
5742,AJn8wnjoyckHqBJPGFUJVS1rjLRXP6Pga4aLmqvPJbBb,9635.955,9721.76,119.046,-85.805,-0.009
3786,3BJxs1GkLhq2fri6KfiD7bdvx8ntCaSnhCkcmwpJvST8,28.793,58.0,118.215,-29.207,-0.504
3232,BhAYyizjQ2coGyhDGGi7PmDG7vXbMqtE9MMRxjpnsZQs,100.585,570.86,118.107,-470.275,-0.824
6213,78bEt8nmXgDLNdE1VEdQAWinuqLmtthAm8yhaq5eNxWZ,33.183,150.0,118.095,-116.817,-0.779
3653,Du1WL52CmepztCYqw2wmJpM3vZnddZeszpdyMS5GRTb6,0.006,103.985,118.024,-103.979,-1.0
661,9PFSvU1MAtsrNt1mBTFci7F5zrrHo2epARuf3LRUTCBy,0.002,25.672,117.869,-25.67,-1.0
574,BCc7Czy5VLepnooVnzPTkHceWBiWoWRirQWKVcjiJmNJ,100.058,326.417,117.224,-226.359,-0.693
3080,PzHMB8WqPHZJ2hxHGx1nqiLrVrsf9DkGa3RwVYvzWHt,0.007,135.73,117.125,-135.723,-1.0
2744,9CJrX2NZNNDncZLZ4RREy9kUEDFhPbi36mM8M9Akicbu,268.274,180.0,116.813,88.274,0.49
160,7q5AHmpvbtqckkTrZEZnjwJ27dghZ5iS1CyChJvWGbEK,0.0,-339.81,116.801,339.81,inf
5297,FN7xnny95kstpQExvqY1rNpaNE13RhVWQweDUsFqobFu,0.006,659.86,116.46,-659.854,-1.0
3504,HMJbqBMpZFx2AAPBUhWu5NBjr2yVgCcvGx9gjweZNJ1u,101.347,118.07,116.31,-16.723,-0.142
4045,GaUKnp2F91R3kYGe7jMLvtkXHdtt2hgnMdduedrkwzQ,107.922,-1.451,115.737,109.373,inf
4724,FSduW743jAGyyn8HTifEJitgb89Spp5gEeMXDE59aEHF,71.423,619.15,115.602,-547.727,-0.885
3946,DfAra3qDA5bmgteTWxUzuFkw9ovSwKVeUhPQkaVxwPvF,0.006,1598.99,115.316,-1598.984,-1.0
1049,3EjPsA5PdgLTKea2Ytrx6SqcgTMgzR5wxWFSSrpFg5za,10162.541,9898.0,114.423,264.541,0.027
6230,Fqwrjukoy3gjJpyfgKRnXz9nTqzS4AABZDBoSPoTT9NK,0.003,107.61,114.128,-107.607,-1.0
5811,GZ1npvAEnARSAPh8h613BCwDB5oueisyxjuLaoiS9AR7,0.01,89.524,113.908,-89.514,-1.0
1150,6qPpuxRSGVYcx7bjnQ1DFTnMhVBmVmH4YgfbTePQ2qK5,0.006,136.68,113.866,-136.674,-1.0
2913,9UeHg5HvpK1GeRbTWLK1uuW2Wjk6x3reeqWMBQWAh7Pq,0.001,-43.398,113.809,43.399,inf
4468,A55v2Y6Ye1iV2Y2bw2UMSNyV3ZRxoSMci4znPxkLazwT,50144.462,50010.0,113.768,134.462,0.003
6555,FziGk7gSVK1TgnghYiEiHcWVkQQMDf1oRcZpgwT6aBbW,0.005,254.78,113.623,-254.775,-1.0
2884,CDGFNcDy8VAEqkLNioQnt6E2YfyZTxNnpE9pyAHEcLY7,0.007,110.08,113.369,-110.073,-1.0
5353,6RuQVU9nu2Ecp177M9ggWczLACvQ8PfT31RTcmfwe9Hq,0.002,-37.83,113.291,37.832,inf
6493,HREFGG6Dedwcd81uY8UER88bgX9aNWF3ggADJW5NVpvj,27.434,136.55,113.004,-109.116,-0.799
1880,8JpQzdV9xEEn4y1U7yCPonZ3EpJ6RMXKCJGmyWF9rnzH,11717.229,13114.0,112.958,-1396.771,-0.107
3623,AXR9oSdyUM6vXrb2BEZTt34efzSAmgBUWKZkVcdJGHmk,0.006,126.213,112.687,-126.207,-1.0
5898,De9FUsKst5MMgBLvzJkexcidZDpigimnV9oLHHzDcQuV,781.365,900.0,112.597,-118.635,-0.132
3807,BtUb2aiZEXz89D8KgduJDt4SeLDuQeociXcAfey3sK7r,5542.233,6423.12,111.819,-880.887,-0.137
2008,FqAKLVaHHXat2Qun684RMvr7LjZsBaTJkE7djdzVRq96,69976.11,70000.0,111.703,-23.89,-0.0
5444,AEeLApLoULxifuCebQHX6ebTLU4JTtgH4u9Rfjgxn6MS,0.002,236.19,111.649,-236.188,-1.0
4114,DVjDhZcQ8nxNYtdq5Rs5YvXXd9Yt3o6P3gC25fZPUWjT,0.008,696.57,111.025,-696.562,-1.0
1222,3xcECQdYdRZrdF5zXRin4JCNiWS1EzKJ6MKd5Ldm6iy5,0.01,34.832,110.396,-34.822,-1.0
4702,DDPxnJTL74vzstJC4jnXdb29GFgo58pCXwfUL4aAEfqf,0.006,-503.46,110.291,503.466,inf
2082,5JcRuiwJTbYkAetWKNJyg87VQPm3fzfM2wprSSXoPp4p,0.005,136.61,109.973,-136.605,-1.0
3823,ycRcg34vNwdPaax5xpj2VdDUTF8SuNeFv8DEDWAURLr,0.003,143.98,109.966,-143.977,-1.0
