,Address,collateral,cumulative_deposits,total_fee_paid,realized_pnl,~roi
2384,2ZQqMo1z3GbBexSTVDVFZAHZ34JUkrZQbDdPUGFhRyMA,0.004,-19227.77,1453.126,19227.774,inf
7180,GkH6xvDftTRWrQPNuieBXJYdTPZTtJ1g1NyzSvkt2wek,408.619,-922.0,1452.333,1330.619,inf
6184,AHPkko5vwX4hGgCyM8imGGmcaEiXKY6XyKx7z5YoCxab,69069.592,80000.0,1436.739,-10930.408,-0.137
9313,7ueXVhSvXvttkeQ18w2cLh65naoEPvYF86RrdUK2Vc5Q,6406.824,4944.0,1433.126,1462.824,0.296
13767,64nf6XvL2L7Tx4vZJkAsATE66fiDvgueHryriiesW3JF,4544.071,-7203.37,1429.692,11747.441,inf
10717,Crh33YTWQp3m1yg65TXQcfSFP7PRcximY5pxjoASrZ66,1304.638,-722.322,1417.254,2026.96,inf
10475,Hjt4J81FbaYheexzYJWU9j8JKijKqJJYkz3JGNNZ5k56,0.001,690.88,1396.705,-690.879,-1.0
13437,8B7St5xcPrd9witNh9rrqGSSdXa9hN85y8d8SNcbH8dB,1396.521,-40000.0,1358.195,41396.521,inf
8012,D3o7CSh2zCAQ93BDomDCitZ4vuxC83wGPMwJEEyBJK4C,0.0,100000.0,1348.878,-100000.0,-1.0
1863,FBxY2hT5ewhngmnCedjEhwFXupse5k4mwm3EvdTKi81d,24656.577,23753.657,1343.646,902.92,0.038
13842,3pLXU9sRs9PeLjtqRH3FJoFZxvzKQqsFTjHm5rzNxDz6,0.002,-11314.45,1317.892,11314.452,inf
3963,19e6L1YhCDTtbp5mZFpMm1qY95aSNbtEi3S2BE5r83n,10914.305,10507.0,1302.513,407.305,0.039
12015,5zrQSV4G6oBAdEkPxEcFDeoqUUD5kzYfT87p5VvsbG3Q,0.006,-39482.62,1296.689,39482.626,inf
1622,HwMdPKabtCSiMZPhXGZjxMKg7RVwxfHSJGt6FW6XKKN5,0.0,11586.49,1285.904,-11586.49,-1.0
4913,DXZMRSKFgnNdiXHps2xzayuztJNH9EUUz2wkCCneXtW5,203.448,2851.17,1284.023,-2647.722,-0.929
994,9DWREMQtcKKcZRzqBi4kWKp61TW9MhASCVE9biCX7tvD,6162.644,1932.8,1281.595,4229.844,2.188
6663,4j93cJHt4Atvx6bWaUMZpeMxhrSoprvQ532tBB9aZ5zy,0.006,30604.26,1276.12,-30604.254,-1.0
1412,BFmRwb5xubqbGhhutU5JiTkQr9pHWuWqFpFLFkrJChGe,5796.396,8428.19,1251.471,-2631.794,-0.312
12442,4X9dwNiuc2AQB5CXLHmzuc53RNZVAgG9rYDMSJvjTZki,0.007,19566.53,1245.166,-19566.523,-1.0
3992,2q6ZezY218nwaTpZhrUVqP31ffW3oxcgLd6LnV83tSkc,0.01,4464.5,1237.313,-4464.49,-1.0
13392,8xrvPpZVuDqeWvpkbBjww2ekak2CJzKSJhdq2mqBcUD5,0.008,22844.01,1221.016,-22844.002,-1.0
4355,DGgBcketqLbZLyfCJfbiyio4Aw9mty1v7EpzSFEgVppz,36589.874,31517.0,1216.129,5072.874,0.161
1303,CUpCJFePUgDX4r8C5Qa1PcqCyUiBL2SJaAnsSozT5X3T,1200.012,-1615.158,1213.981,2815.17,inf
5001,5ajGMADkyU2nRb7UeNtNet1XpMPFAsbfsWAJmTjGb2dc,335365.275,350000.0,1199.992,-14634.725,-0.042
2018,EkkfHmk8ZJ8VXo9DK7JYfw9ce5CmAnYfGAHxqR2Ci1kQ,0.01,-1249.042,1199.968,1249.052,inf
12568,4h9D9KPuEwMV7mQX74rmAWAfJ2FBemX37mstMP6EWVMq,1195.327,-1101.159,1186.007,2296.486,inf
14032,FWBE3HwdGxPP6SrsPrKrJMAhXjJcPpah8a3AxEx4bdcd,14100.151,14999.0,1183.673,-898.849,-0.06
8837,Eo5LYLiUCspbrK13ker5skq9kMjnpUJEJPSbRDWjH6V4,1799.693,-920.0,1176.152,2719.693,inf
5797,4su8C6mT6H9x81kp65dmaLN8g7K4Bvhps2hExaq7Ltwd,9692.64,8807.0,1151.38,885.64,0.101
9226,5dGoGJjZ32Zpu8uVBu3r9cb5proi3SNjUKM3AaQJSSdE,0.007,1957.85,1150.642,-1957.843,-1.0
7572,BkkSRRX7zEGSy5YqJ8sTZwBhaAMLjbj2NzWmUKtmbPZu,0.004,-2067.421,1140.009,2067.425,inf
12640,5Vg4VfDpJn1HbhJaxkn88Di5jk7rHkJoxbATEeWmi8pc,4489.346,4000.0,1134.846,489.346,0.122
11446,876wa5PBZp4MSVvrDkaV9ypDbhU6WMQrQtj1Vw3x82LK,5270.843,17786.15,1134.603,-12515.307,-0.704
10342,7fEmrbgYrxgcdpjPFmvpK3DXPE2geDPxKULsaLJ16nYX,1069.515,1894.138,1126.433,-824.623,-0.435
2264,CZjDQN3ifo6jWcrQrSLfxmDHp5aoPCHkAkfQRb2pThRH,90311.166,99999.0,1110.05,-9687.834,-0.097
7644,Ervn2GECbpUbaA75kGURZFeYXxPf92xkpUX6YGx6jQgg,0.003,160251.08,1109.441,-160251.077,-1.0
8645,DmrkajG3SrTXnYSYxGRfkzfvhkevD6RdtFk4SdLC2G6Q,714.622,51176.0,1107.108,-50461.378,-0.986
4509,6Rk6wVu6pCDFwEWDbiY8wS93nDghyHP9kzdUEa6eFRRq,41.41,690.0,1105.55,-648.59,-0.94
8601,HRiw9DATgaa4UF5hknz7zYhUn4z5zZU6P5SEe9JAkULm,0.006,14931.38,1094.583,-14931.374,-1.0
4694,GtDLLTSNk9xErXKTbRTZSeXKjWbCHV2HXaFdb9ZGwEn4,0.007,40269.58,1094.501,-40269.573,-1.0
6749,D8MUwZmK5FUpkEvVjLeo5EpNNdbAMfAH4P7K4o84yJiW,0.007,2404.92,1072.902,-2404.913,-1.0
5931,HZes47J4gi33MV8tQf91jCpVCHJTTvh7TAHCb3ivrbmS,0.001,-22327.22,1071.949,22327.221,inf
14531,HeM17Bi93TR8DrjEsdwnqL9Px97sZq21jUeX6s3U51RL,4691.629,4000.0,1068.138,691.629,0.173
3677,DhvrjbL4sST1jJ3EEoSP6H8qPWx7oQ8yNZ1eb15eqdNE,0.0,7225.33,1062.791,-7225.33,-1.0
13295,FMZgiL59p5HtBHSvdyXMQAdq6KEgzK7AXoDQj9w8dJPN,1303.304,-842.368,1062.456,2145.672,inf
10521,554757wkqFvyAjk4eFqQL9edfboxyQU7awvz12CmTGaG,0.01,-51841.36,1061.53,51841.37,inf
12181,BdkmXzBSkSfgLhv8XZLzmYaBBt9tecyvw9WFJx8wPNyF,5509.719,24018.0,1042.963,-18508.281,-0.771
4643,J2gTwrYpzezkRupgBtgudQn5D33x6WjeBhTHnrA1qgqa,0.006,57627.57,1038.395,-57627.564,-1.0
11585,9pEArHtaXLJT3Byxom7eHPqN33JQReQW7nc9sBM2WM2X,7911.632,5815.33,1034.254,2096.302,0.36
13267,4dSXk5tQiMQhknus7hAaxtibfZ49RWyzpbnPSdRRKR8T,103739.72,132081.07,1021.875,-28341.35,-0.215
6817,EcjCYJWTXn3LfpgJ9EbdVYQyR35QfWdBjsMdX8V9gBn6,0.007,4415.78,995.004,-4415.773,-1.0
10312,GHbEfVi6KAZFvrdfdnXCnGhoS4P3srKmUFsvV6HX38AD,76234.008,99525.25,989.558,-23291.242,-0.234
431,5hqNBVmwr6uMxvBbWoW9UinUBQNaKrXMbJLXJoxkB3n4,1044.263,898.556,986.694,145.707,0.162
3606,634ssoydErcBASuHSdPJXNKtg2Qgb14xHNRSXMg1NivG,0.005,14481.92,984.778,-14481.915,-1.0
4718,EYt1Pzqfwnd4iXSmcpw4T3Edmm1y3GnRhCjcQEEK4Atj,8.427,14585.24,963.805,-14576.813,-0.999
11134,6iVHHVZXGaijkt3qHgopXp1AUDRekEV4BuW8X2KnxEQm,155.835,-1319.0,954.65,1474.835,inf
3927,8QyCqi6gk9vS3Yd7k9nihuqubaYArsztMXnrcrNtzya4,1199.284,799.29,939.285,399.994,0.5
979,8H1aP5KjGqsySSZ5EZefnypLEfeMRdUS2kk72qc5GFrZ,3099.55,3000.0,927.329,99.55,0.033
1864,4k3GrfhM61SHTxXSVC9eFkGzjJvGdRWJJtAYYEq9DoaB,1280.391,-26.115,927.116,1306.506,inf
10995,EXmKyVikydQ2aRmjepEFvgNXN3VNWnwbEF2V9b8yx168,0.008,-20456.63,923.239,20456.638,inf
2979,6o4KiGLxbbvSfMzuqUcmMu775vNmZaAQdP2nrhd4JCov,21504.447,12500.0,921.752,9004.447,0.72
472,skynetDj29GH6o6bAqoixCpDuYtWqi1rm8ZNx1hB3vq,0.002,2203.32,921.682,-2203.318,-1.0
7413,C2CtWcQpJ8ncG2PJmSWWM8mRhr7z1eGFF7A3fqAVYziT,1848.332,2092.01,906.337,-243.678,-0.116
7951,7zqJsqdXgv922pDkWtNoVKvX3FpabXQUAuWvqgbqgFeV,0.009,12109.21,899.92,-12109.201,-1.0
5550,F1qShBstNvSQuLxWgYm5nStrCxGerv9oTdhVh6vx2gFm,1239.21,-11.739,894.797,1250.949,inf
8241,3qW3RdrVvxjuzFbacx41tTYQBrtLWdQymPWyTs6o2RhH,0.008,-6654.21,887.08,6654.218,inf
4691,AGjcQKhJJAsnkjaonyr4emDJca48zBUtbBGtDjbWMsZa,0.008,-934.63,881.396,934.638,inf
5894,7VoWh53qjN56z6aatMVWgfVUcJxm31YWht4TFe9KBmH7,322333.362,325000.0,880.345,-2666.638,-0.008
14227,5NLu7kG3RMVC5TexFV4Zhx6EeYyckFsnj4dEJrhunSaK,0.001,-3203.13,876.516,3203.131,inf
14549,EfFUNSVMM8R9K5zmyi1J3BnsnwgsForVqRrSRUAv8cH5,0.008,25886.83,870.029,-25886.822,-1.0
2888,ERE4zDfjiqFb2gA94WdfjttJrE87P8wwDXdkeY8Cx1Ba,31335.511,81947.73,862.132,-50612.219,-0.618
5433,CuuNaNGjVhcG4MWvsS99PbpvZ6r1SpTDy1ViW5Q2NacH,1144.699,-93.004,830.114,1237.703,inf
14260,5DxVADLU7TSK1NncLp469TnPZpi5rjNh4u1GHUZvFD73,1122.061,647.266,813.951,474.795,0.734
11820,DpUAPMcveEZq97KAVriRaMH8DqeEbpfVYpdNH2sjnzAg,0.003,968.18,812.462,-968.177,-1.0
9028,8jJzoX4bYW9LFS9xi8Nt9JPzmDFWhhqcCwx185d622d1,0.0,1695.53,811.229,-1695.53,-1.0
2543,8AhMgKNmKmYtDnc6YCvK6GRmbEM8RmbAkjSSCdJz4Mag,247.846,-1346.1,810.808,1593.946,inf
9679,Eec3xvC7d5iuGEXySFtzWekD1e9Ed6hQ2m7ExeJ9fDif,39793.763,60250.0,792.501,-20456.237,-0.34
5396,DLrYNfG8qFE38q2fQjtnx2bbNZoAWXqSgNKJ5DZis3WD,0.007,5858.46,786.708,-5858.453,-1.0
1888,Ge2DifzgzbeE5D5LojV819TV8SbSNGBC3bfYJZ3JEvGn,0.002,24936.51,774.973,-24936.508,-1.0
4203,AKSHkREAwG3wJKd7A6EkEsKQhYo5PFtSrdA2zuEhP1rX,11344.224,12000.0,771.848,-655.776,-0.055
7402,2uL37YPupdRHLiUTbfNHxeukNiBYeqDtsfYePKGmTL2F,0.002,-66.583,768.419,66.585,inf
922,7oXUcvinJ3ZKyPDhMbbg8HRcFrz2oBoszDmhNFCsZumM,0.004,153.15,767.453,-153.146,-1.0
3306,9PDQgEU7fPhLyCgfzDWePVbShkYtAoT1AfV9nL4Xou8k,0.009,15494.87,764.334,-15494.861,-1.0
9877,Gpxt5vqe5oJYXaEdCpMSqoifqCkETLnM4QPP5xEzHKMG,63116.418,57721.0,764.274,5395.418,0.093
8000,Fn1ixp3vtHgcNzbRgXcqrWnh2EXaV4xr86MpPUj4zZNr,1343.648,581.0,745.061,762.648,1.313
222,4Gbr4Jw6TAYt1uXLAmcTzAbYfC3eV7hReKWo9kCN9eT6,0.001,-3165.13,742.483,3165.131,inf
13085,6yxLQAcYftANRi3zZrQUvdEuSB4SQo6pz8PrDBoKQ5XZ,0.007,-660.68,742.083,660.687,inf
524,7pmTYsybMmqgDWwzNkXNUGCG6dEgMKNN8FHujMRHcFmh,712.365,-146.0,741.566,858.365,inf
3659,4Siq98BDakELWP5BzVoEN5tcg1ywRxTYs1aUcfW8spCt,96.233,-36.0,740.257,132.233,inf
7312,14HduL71DbiBvJYU9uNTW5ZobXwn5xnR6Z9Uf2sYcGNm,1217.673,-209.318,738.182,1426.991,inf
6338,7DWHQdHp5svNzMwB6E5sStKHdHTw2jWwhK5pGHW8bjXg,0.006,-542.22,731.217,542.226,inf
14217,D8hA6qzDLFSTbkwvEdBsFZz5ykzuLP96FPhYh4uSh2PW,23.033,143.0,718.748,-119.967,-0.839
661,6SmGccxRGWRkHLt7dRrvJpaLLmiyxpbLZSHo11X41dmu,0.001,29614.04,718.159,-29614.039,-1.0
13705,A55v2Y6Ye1iV2Y2bw2UMSNyV3ZRxoSMci4znPxkLazwT,131666.053,143000.0,713.811,-11333.947,-0.079
13616,67Hsyi88bGHgCNMTBLJYbh5ASseXC3mZXX8ngxjLwAYa,0.01,2111.99,712.255,-2111.98,-1.0
4562,63a7SaSJr3AKiHEWJjfqZMQjshZpa2AKeSLN6JAnNRnq,0.006,-413.2,711.336,413.206,inf
723,98wDipFj4he5R4N9NJFdFxNk6S5oBVTgCJnxKmfiyo4i,0.008,8854.62,710.788,-8854.612,-1.0
6715,7ZyWXmYMoeWjXKD7vBaLZUWuYvxesG3DYZgAzgXQEv7S,362.538,-310.75,710.752,673.288,inf
5599,EZiFAdv3uXuPcRJN8NRwcj8uViCcDk9eQiP6TZ5Lp9Jd,9752.426,10856.0,706.251,-1103.574,-0.102
13416,68shHaT6ygMPydKb7QHc5kRbLCnsQi7q9JUefssi3T7c,3036.888,3300.0,702.877,-263.112,-0.08
7724,CmzazgyaWyyxjewydiZX8nGpbNgRo2UvZWt4rUYPnqnm,1503.836,396.244,702.41,1107.592,2.795
2096,FncrL6rigYgHjj5pvRvo9boUz7Rm68q146dXBgCKGCjz,5356.733,5000.0,684.571,356.733,0.071
11190,EXdYN9vY7he52RWgEkRKk6iENDRZxNXEEtvseFNmqcPY,0.006,24872.85,684.268,-24872.844,-1.0
327,7RCDGRGZPnFcUdKEaewrP815tuYDwWDmWytdHK6AaoqA,5.867,16082.79,681.91,-16076.923,-1.0
13770,Gwv7g2CAx7uriFsmKJuRXeDT6ZrSQoJouTH1aJuFsDuG,0.007,-723.77,676.267,723.777,inf
2772,9pTUMwRTFi33WbJ4Qwzb9dEFpCyuZEDQMpXj6suaNgZZ,221.272,-110.0,673.213,331.272,inf
5269,Wbuv6HXnTou9dPKxUCr9k4B46AUGDTY99apNGCb66oB,9736.541,11542.0,669.892,-1805.459,-0.156
12303,hr53rd5qvaDf3nseDm7r2euWo2BtwhoC86qgAGUPd6g,39039.837,33788.0,669.653,5251.837,0.155
7310,AzmgakTxLAutgbcNkxi3S4M6MvuZvwcrzMc43ErMFk4h,0.006,11064.49,669.216,-11064.484,-1.0
6040,6kR1GTVG8cQKuS7sA4HzKe5A2eZspEpXjuRJoDmtD64q,213788.398,230385.0,667.519,-16596.602,-0.072
14176,7e75SFRs13xk9RtE4247Q2rEYBXytxzS8U5Y3i6WhwrD,0.002,-475.73,662.25,475.732,inf
4470,Dmdk9yCYtcPYmiAbU6WtguSc3QgDiv84SAd5PvZf4UdL,4615.511,4000.0,659.103,615.511,0.154
12243,An9PgoB3s9T3TVC9vipP27wsPR9aZx8xPn7R6AbXojDa,3113.78,5000.0,658.395,-1886.22,-0.377
8986,G3ZEAY19iDMjF7P57dgFUZiC4bpeFvMPKShenugL7E2Y,2978.444,2809.0,657.456,169.444,0.06
8843,GxJeSWL3GLUTUFbJyKcB5aNsx9MGKGXUqMh8ej2eZBXy,0.003,-10809.99,652.546,10809.993,inf
8176,8CzXrg1YZ9XYqyMtDKtz9GU4fMhZiprbJDJGZerdmHeV,0.409,-429.0,647.159,429.409,inf
7508,GvQy1MRaMGQW3tx46Af8d5U9TAmnmYHt9aXy3TGrtR5T,0.002,-664.89,641.836,664.892,inf
4333,Fu8vsnaTtfbmqg6butkTTRdqUtipcAwPDrVFhDpENbB3,0.002,-4122.63,640.311,4122.632,inf
7550,8UjkZsZStnh4mHmBD1fjDUW1M482P3SyUnvroAVn7bvP,0.005,6676.49,636.35,-6676.485,-1.0
9496,H2fWYP5YT3wjGWjVdA7YbbkAvUzKkgWRPi8W4HcrrZXf,0.006,2061.84,632.878,-2061.834,-1.0
10558,2NRcovCEsrRt3j52RFoNnmHnh3vmPZJX1L79d1PdAMwm,1187.561,998.785,630.51,188.776,0.189
12855,AL8JFS4gjaQx89f9j8wtaNJgV76K8bw1ugvNtgvhgAnb,12736.759,6825.39,629.134,5911.369,0.866
3910,8K1GzGeaAuFdjuVZi6DqBcYiA1zSRioMkRvjotr8p7fz,296.162,762.38,627.428,-466.218,-0.612
4836,9sVFFXkqnCDdf4uvVroXy9Hx5eYWSWvr7iQ4fjC54eUT,0.009,1043.38,626.986,-1043.371,-1.0
7027,2PW42C1Vv1aAkWa4RndUMKcnLmmcnHFNowbZFUxKAAqp,1209.174,605.466,626.292,603.708,0.997
1268,DwoQXrbwHmfnkWvYaHbPjir3WLmq3oSpSrAjnPdDqgtL,2720.376,1812.96,623.732,907.416,0.501
1684,BtUb2aiZEXz89D8KgduJDt4SeLDuQeociXcAfey3sK7r,2000.003,1859.13,621.271,140.873,0.076
1076,7xNAf91E6XkKAT3BfySbxTbJoR6UaBFU3W4yY5pkLTG2,0.001,-654.742,618.919,654.743,inf
6733,F3Nz5HGh6FnkWkCSYQWAisNFPjAf4KRwgupntKqLm6of,0.004,-7302.02,616.685,7302.024,inf
682,5oM6uP6faHyF6ygRBZi4hKmEMDkzgSozVwWNKmEd1Kkb,0.009,26479.2,616.434,-26479.191,-1.0
10151,Eur4QqDVGjs8k7PYVgr4sc44jqvsiCdPRaouJau1gF1R,0.005,-5621.66,607.519,5621.665,inf
10076,Drkw9ZfordJrXzMqEbeQHQ3phh7U6xgxRi5s36mSs5uZ,2010.19,9910.36,604.089,-7900.17,-0.797
13463,9ByRjL9aNpR1E2Yik6RCcuNVpY7TpjmJp3NyMw2uDuD4,0.002,-8873.72,598.835,8873.722,inf
7922,2t3iTm1e712sxZR41AWrTzR9xC3wDsCPtCQYuXLnJLMD,0.007,31829.1,595.459,-31829.093,-1.0
6848,5pwEPQdQAoMmoQYK3GXfNYtZSgEYtzr4vZYQQkgUCv2z,1172.062,-780.122,594.415,1952.184,inf
7113,v8PjH3mAe252Zyh1iuPMigysGQZoZL1KncefGDw1ANx,2336.363,15998.0,592.117,-13661.637,-0.854
1138,2DEiHSwRUnrkbnDGJ3MbodNVQRv51dmNCaCzLURswiQK,0.009,859.74,589.236,-859.731,-1.0
4176,7iQW3uZoWSCdffUVRXTmSWQVtxCAZum2sSTqeRMBcXWG,8184.711,7999.0,584.977,185.711,0.023
6171,FuruqqkoyqKU7keqGnoD6r3u6pTTEAT7P4kBpcp1RfLg,1622.428,1100.0,582.747,522.428,0.475
13824,7XPyjAzBdz9cbvs4mPzns7a4jWgR4fcxqh8yb65HRRnV,0.009,48679.27,577.491,-48679.261,-1.0
6594,GSgGjwEPJiezJKH1WryEjYnL2XqYiB5VCfaHVNHGJpx4,0.002,8742.25,576.531,-8742.248,-1.0
12324,CuqQx6x3Qjqk7hct2Cuq3rVPCD9ScsUR5cX1nnQXUTtQ,0.001,-29593.41,573.319,29593.411,inf
5307,4rQr8uc9T2xWH4DsSzDknsbwY5c6A3ksmHBpoz4Cq34Z,0.0,2752.91,568.47,-2752.91,-1.0
3469,AfrSHsT1DJfREEToL8Rqszt9GoiFBdFejq3zALvX7xz2,267.78,1150.0,566.731,-882.22,-0.767
3656,9axFMj6JjQbFY4o2E6vKxa3ZxyeJ6fd6aFE6dEMMfVH2,2422.315,-566.157,565.579,2988.472,inf
6719,CHbwVQQvMvhGxLPBkaL6SZuJ8f895bGHZ5BsLXbaJL3N,0.0,-1425.71,562.241,1425.71,inf
5301,8xjnYSvkcjdkwZdTeFq2YzLPcg41f2Lk2mGLxzaFiXv4,34425.471,16902.0,560.905,17523.471,1.037
2906,FkwupAkktNRnWVPZPectLE8nxWAW2qKceFjVRo6hUgQH,0.001,637.48,555.094,-637.479,-1.0
10598,4MrDrKXZwAvvbbCcUt3WgoCwJXuHYL4k4SJCDF3NiR7p,0.007,-2068.68,553.904,2068.687,inf
691,3nwLSyLmr4h2a9F1ZWep4MoUQeRGN5CGZRXzVt3JoXbV,1328.467,798.933,552.336,529.534,0.663
14124,Dz6YrKW77CYNwvMbjgrcqAm1nSefgjum7ohwngfFbCCR,9727.419,10000.0,552.187,-272.581,-0.027
14449,Hzd8AHfLfMzXThppwPWMEQKdaq8ko7MpyMUDgEHE5ALj,0.009,1377.82,549.411,-1377.811,-1.0
341,2TLtmjRQqv9jLuaaGNhNYeaqFWv1s1jS8c3PE2VvQMx9,1004.996,18449.36,549.055,-17444.364,-0.946
10620,Bx75xahYNSW9G14EnjKntV1KnBWV7qWEgDneFZqWbHxn,0.007,7747.61,547.479,-7747.603,-1.0
14383,6ocR5qgsWqcJ7j87nnNacQC7GoGQSpNe2gDeJS3gxZd5,0.003,3302.72,543.508,-3302.717,-1.0
5324,3b65qRtTUZK9pADVq1NDvLnmx1ZgjPeXQdznxcf72imi,0.008,1263.23,543.457,-1263.222,-1.0
936,FMpm3LXeTAS3bGRVYyEocNsnboTBN11EJvayD3ETgBf7,0.008,594.18,540.272,-594.172,-1.0
8987,AAWK9i9JkJwNAwGTejwZtAn9zx9suHNtLso8dw9XKf9a,442.711,0.78,540.02,441.931,566.578
2496,9BFwkimhPpK7SmgonG7TCv71zn4sUrYhnkz2LuQF8b5C,0.009,-715.6,539.815,715.609,inf
4933,3Ex22AwHJS9ogDMi3o2tF1zWikT1jPAhDu3xgZd2DyWr,0.002,586.72,536.43,-586.718,-1.0
14028,MXuKREdyeEoW4nBvim3pDi4DwvBqmF2NucGXsoz2BQ8,991.063,656.56,534.932,334.503,0.509
8126,7JbCUyTgV4oLjFST9UUvtJkKpK6F99Pwb1Xe6JT8v7s4,5196.762,9312.0,533.991,-4115.238,-0.442
10065,AroPKVVUquHdNwS1eH2yoMjTuN3KxD4GhCHPsbgTT9UN,1291.772,965.571,531.268,326.201,0.338
553,3yT2bPFDUEPbeAGEzPxLcuuxyYtnjotNqRHUwx71vdgJ,0.006,-11723.09,527.183,11723.096,inf
3196,EToqvQTpzBfLfgPLf2vbpSkLt4isU6hR6E3Dhcx1uCD9,11921.003,53170.0,525.144,-41248.997,-0.776
4771,DPzMgfFvjWMtvoW78911thtKUbNWPWVJ2YknwzdqG8wG,0.009,-53688.96,520.812,53688.969,inf
6635,5D4BzP2yC8Ht4hTxoAZ2GE1jC4yd8NUVssa5Mno9f6Vg,0.001,-1814.08,519.429,1814.081,inf
8973,Af5aSkdtYSRqdSfK3mPBK3Grq33PDCLCASBdsMo5cmkm,694.038,145.65,516.197,548.388,3.765
8094,GCNi25P1Ywvfx5JpyxFVV68sRkio7LEhFgY85ZqveKR3,2206.658,2318.0,508.444,-111.342,-0.048
12005,EULf86rbbgK2deq7LeCHdrniUFEYUjixpN7dt71H6hDC,0.009,-1151.02,503.911,1151.029,inf
2452,FdTAqsWSBA1vKUYgeRPLjqhTWuTtuGYU3SJAAJb1y9jA,0.006,606.89,500.791,-606.884,-1.0
12912,4voQzBvrVXueNgLDmwdyX2NvYVsw9hnntfEY7VS4uckA,267.714,100.0,500.643,167.714,1.677
4121,5xg4VMKZPExfoUeBWHVyzLor92Tp4fJaghwrpXpJ9YDs,0.009,1803.27,498.81,-1803.261,-1.0
1537,GnNCNSNwysgrJZp73XZzeMACNXhev4p3nvRjEeaAca5F,0.012,1849.22,498.494,-1849.208,-1.0
8829,GvCBjCpum6ZKCwAVyi3o9cHzzgcY8XCE5cbjVqCYv3Re,1113.145,387.832,498.305,725.313,1.87
2179,EqoJtZkavC9pY7DYHybnWzpwj6hSEXDrWcdW3L3Tv1A4,57719.744,57044.81,495.464,674.934,0.012
9335,H3cLB8c4qghtSba8cdsNTDsQEzL3qe6Q5eRs93k6QZXf,0.002,684.76,495.153,-684.758,-1.0
80,2uEPjuysyi2H75brTSXi8Ca5z3GhgNht14wskXJrUbk6,345.586,1880.0,490.233,-1534.414,-0.816
11016,HxCCKMbiesxXfayJ9smDWKUmWvaHCMRxqwBrWapYCLGc,0.009,-532.67,477.816,532.679,inf
7574,E2vM6cDgDhuWUx5NjTP75TyZoJFENBxLVfe2w9JQRnw7,339.554,-2036.94,474.827,2376.494,inf
1513,4zYJejjqFtHKhrFAgpf9DgyyKaufaR5Q2zg7a3FKDDMP,1309.612,789.942,474.232,519.67,0.658
7817,75tNjQxByvxnHoe7JrPmjU9MPrGPuCdVdnCuj4LPFt86,1467.235,799.835,474.12,667.4,0.834
12440,3hPSQfLXRPGUvFQQCJHJDajEoxzj2piSo7evTJusbnyT,0.009,10034.9,473.98,-10034.891,-1.0
7552,AbFUEGnNBzW82mvAjAGPbxha95gxQ7omZ97mHcb9XD29,0.006,1540.14,473.123,-1540.134,-1.0
11392,6jzYMhMNgTy9h2FHZ5sX182aK46JMfAFbn85PLhucSuN,0.007,510.95,472.284,-510.943,-1.0
3698,CkjNXAfKJgf3zuFPreP2jsFqq8aQV97GDTyXvACYxvsD,0.004,21504.21,471.847,-21504.206,-1.0
12149,Ba3eKY3FnPYP7VP6qYS95b2eChzejESgJ1terfnqFk4J,0.003,478.93,466.941,-478.927,-1.0
2215,AJ92BJQyMufrHTS458oU3y4cN2RiykR3mNzTR9miuWvM,0.001,536.16,466.681,-536.159,-1.0
3220,2z3L9AE4YVsycMdTGpsfBxxbnUbwRjcDhVqi6sckgHEz,0.003,-18017.52,457.347,18017.523,inf
4066,G1rTKbU9TwsvzL66Pevc3CwZH1sGyEJP9fyEcnVGZWUd,0.0,20027.92,457.122,-20027.92,-1.0
13193,Ew46nMa9TojSd6MHZjJm79LbLKzF2RbheniWUyBHuXvn,0.001,-202.64,454.452,202.641,inf
6493,JBsLhxy621owrLrLt1YcTyrAwb7YCi4WN29TgG6r6x5m,114687.45,115566.0,446.668,-878.55,-0.008
12603,1ed6Ch8PPL7SwpthDp6EJoUmzVURgnPa3uMRBNDAQrf,1833.739,878.0,443.3,955.739,1.089
11119,2imu9UX8qw6DcbMCcstLvVGAJ3NNLVha9x9bkirh3fju,0.001,-394.556,436.076,394.557,inf
1611,84uT5pucQRcQUpX8tC179bBJ22KXCfZMwAp56f2TGLdU,129182.688,100000.0,433.148,29182.688,0.292
1301,DGZQgs3R6mMCzroKXwxKbsb566amSisqxxasxcG8pope,0.001,17984.1,431.272,-17984.099,-1.0
13679,CdSCdVLjzcciAoiimkumrJGHAikyMuWs5eZNNFE5DjoT,0.004,1678.07,430.319,-1678.066,-1.0
4350,8JpQzdV9xEEn4y1U7yCPonZ3EpJ6RMXKCJGmyWF9rnzH,0.001,3793.26,426.691,-3793.259,-1.0
1031,57Egm7BLeEhC2shUtHE2CTrFZP793uzgzJxxAGUYziKg,0.001,516.94,424.37,-516.939,-1.0
14461,2N9RRBMjF58JVfeAd7XUL5d3gdQV79X9juRN6vhZMdEX,0.001,-299.669,424.064,299.67,inf
12521,ECghAuNBATf1BCewpLJDi3XFrW3ULgyVkb37hURNARWB,109.887,448.78,421.466,-338.893,-0.755
5025,CehC4CkygR3myQWie8T2gjA6t4TeYmMriSQwWCeHNwdh,0.007,-11314.55,420.174,11314.557,inf
10706,HtYiJpwjdzLwvqr7GEnTyeq1jfy4zucb3a9dU9kkXxRA,0.001,19909.72,418.877,-19909.719,-1.0
