,Address,collateral,cumulative_deposits,total_fee_paid,realized_pnl,~roi
3330,5Rz9eK3UmttggdNZh5AgfbemJ5oUYeYkqynrhLg5gu2s,5206.603,8524.47,233.164,-3317.867,-0.389
4190,CeLNYe92tikmBsZZcX6dYHemiWr56ia5V3QFY7GdVHs8,0.002,-28.11,233.156,28.112,inf
259,8RorAz7BKnBwnd7AxqNCPKcF65Gj5pDac9uGfiyEaDqL,0.0,387.04,231.597,-387.04,-1.0
303,8dSct2y8wDphrrWStspp1XC5ink9vKgTM78VeDqfhaWK,0.002,-14508.41,229.083,14508.412,inf
4823,HZZ9jPcojXMn3qM3jnNmFnDBpYX4jeAQYwWbAybYJPHU,7527.464,8584.9,228.473,-1057.436,-0.123
4409,2ZfXTYbz74R7Y6pgWPPpQB5mUYYkV2mjnmtyDF9GVaNj,0.003,184.15,228.144,-184.147,-1.0
713,4ZUET73UShSMUd37JvKtMvy6DxHarVdpPuGGo8hnkDCZ,0.004,-717.35,224.433,717.354,inf
6943,JCxWCcMnPXMbwdMWxjhKYrWKiCpzSAmczM1F7jbrkTAi,0.01,341.42,221.267,-341.41,-1.0
6123,3JagFPegs9z1Vogk6snnvtGT8wka7eviusCb7zNRJec1,0.003,195.92,220.671,-195.917,-1.0
5414,BtFz3n6nTr8HWKTRXMUQytiS1mtchTGYseGF6dwy2WBU,0.002,21123.62,220.4,-21123.618,-1.0
2241,9cLujR68Hz5mJTHr3u92TK75av1gtFdyDXjHES5rpFCB,0.001,2137.92,219.531,-2137.919,-1.0
4378,8yyCjWx1bYGgX9UisYy9TwzrEZMGVfrvtsR7RmkZXLpx,4117.055,15000.0,217.902,-10882.945,-0.726
1972,3GZ1iBPaZKCQ4pBeXd58Z3W4j1sHd5P7PMK75DcxYPhH,0.001,-3646.83,215.348,3646.831,inf
2908,8g9FkzNvLXwsSfAPHp8DGuADxdHkMVHi2KGYdk4rhbyZ,0.004,77.21,214.879,-77.206,-1.0
2807,BG1AcM8LcfkiLQpxZDP28ftW65yZeEx3rchyUbPS7pAK,0.005,268.78,213.61,-268.775,-1.0
7029,3tmdrjoBp8JsjUxZ87Fqjwsfmow5pjYjRyuYdvtjwK2D,20.229,240.77,213.425,-220.541,-0.916
296,GX5qA2h1UzdRotZfNdP52mLHjDtxcJbvyqB59JEV3QZu,0.005,2001.96,212.544,-2001.955,-1.0
1750,8C8FuKscFhHdVkdBz266F1aNxcatKD3y9kDD18SDYhMH,126.21,841.0,211.39,-714.79,-0.85
6874,5pwEPQdQAoMmoQYK3GXfNYtZSgEYtzr4vZYQQkgUCv2z,731.173,100.0,211.159,631.173,6.312
4894,6Rk6wVu6pCDFwEWDbiY8wS93nDghyHP9kzdUEa6eFRRq,366.883,690.0,210.739,-323.117,-0.468
3490,VFQ9DanqqybSUD6k9a8Xo4WbG2qLubmEiYPaQqrVF7z,0.01,537.41,209.846,-537.4,-1.0
4848,61MmLeD3b4V8i9BG8iBSFfm4PgkEAS5rWiffuj8bxCi6,0.008,591.77,208.846,-591.762,-1.0
4438,CCP5P6U4xBjea3snWgwBb5rtaounEAsNHpWzTUeNtVf9,122.366,811.54,208.467,-689.174,-0.849
825,2ChBVDqNJt66bdL5QpaUuuWHY9xBmkriqSP53LyKon5P,0.01,1041.69,206.962,-1041.68,-1.0
1948,4hZG7dM716SxDagiFGwt1gSC99B2QK1emGLV9TJmmuR8,13729.401,10000.0,206.624,3729.401,0.373
5663,HkwAYqrqXTX8QsN6pqnxv7NqeDHF5U43niCzBsZMUiLt,0.008,-336.21,206.034,336.218,inf
6196,zVhLXTmn7YGh6PZMZDNwRsX6xKzLrTB9he8fghSB4nq,0.001,110.88,205.637,-110.879,-1.0
5657,GipBuM8VXM8A89QZ5MBKYCipG7izJ2q3JxsUzBJbzfZ9,77.117,326.0,205.031,-248.883,-0.763
7060,CQwmW2jmTUDohVqUWknk8cYYUTimygySySFkmBPxjq4q,0.005,91.85,204.905,-91.845,-1.0
6310,CiomzdJ9g2bCskudk28cEU4aTgF6jYaerkiazbB7E3DA,398.936,569.0,204.036,-170.064,-0.299
3174,4JiHhtKfKUMPKNrRCk6W6NmhkMWujDRFcYPFqo5kL9Se,152.857,149.0,203.795,3.857,0.026
2294,4o4p6TDiBtFBxDUDkYD7oVKF95mJsaf14tZYpWUkrWr1,0.002,139.51,201.375,-139.508,-1.0
3311,6psABoPuy1uL9aPw3eZtpoY1nTVkJDwUinHEFPoLuSJS,10928.313,7727.0,201.114,3201.313,0.414
6922,HcaY2wJqPAyx8SStfWRH5khkfXZniki1JxHsUNmrjJ6G,0.004,-8828.93,201.1,8828.934,inf
2971,EuYYhx4nv3kAkmgwE5ocYNr486VntN8rLpsm4a2SWhwv,0.009,1862.51,200.222,-1862.501,-1.0
3014,BysWguV8pXMdNCk4oUWLiEUXMG9rRHUmFAG3uSMpRbxq,0.001,284.98,200.207,-284.979,-1.0
735,5DxVADLU7TSK1NncLp469TnPZpi5rjNh4u1GHUZvFD73,790.274,700.0,197.25,90.274,0.129
1980,8JpQzdV9xEEn4y1U7yCPonZ3EpJ6RMXKCJGmyWF9rnzH,18746.957,13114.0,197.073,5632.957,0.43
3712,6o4KiGLxbbvSfMzuqUcmMu775vNmZaAQdP2nrhd4JCov,35553.756,40000.0,196.829,-4446.244,-0.111
274,7iSXvck8KZn9BSSTZMWUHeECTQxU9i2WJUh4cZisV3Y9,0.0,371.75,195.642,-371.75,-1.0
6808,BHHmnNdrMW4E8gGgyVzV9HEzAHL6P8FbQBHksprPfiuC,0.004,142.27,194.842,-142.266,-1.0
270,481HRbv6D2k5zvnbsZsbReLgYEgAHsdJAVwxoXg7FCx3,48522.696,49686.0,193.455,-1163.304,-0.023
1699,GQKsJpFyf2c2gVMgAx78j6e9SCx6WzqbZC2pvriZ8tBe,6965.095,5847.0,193.329,1118.095,0.191
6254,Drkw9ZfordJrXzMqEbeQHQ3phh7U6xgxRi5s36mSs5uZ,0.004,472.57,192.98,-472.566,-1.0
5583,Bx75xahYNSW9G14EnjKntV1KnBWV7qWEgDneFZqWbHxn,9967.702,8888.0,192.65,1079.702,0.121
1049,775ANAGx3kyFQV6YHvQXmfA7gB6DFkyojsQZXVdF4vwr,0.005,9969.84,189.875,-9969.835,-1.0
359,9DYbNzkjgZzZh7vN6j8oHBwt37JMeHsDRHCWAM2nqqJJ,0.003,-1080.22,189.378,1080.223,inf
30,GhMCtxUcaDruM5Am3abb5bjot5pYjfvwv54PiN8wA3Fi,0.001,-405.93,186.188,405.931,inf
2766,DNP5N9aV2P39WM6DYim8owhwkpBYSR7eXs88MUP4LFVy,0.01,405.37,185.288,-405.36,-1.0
1776,FARaCKgxAmXAqgNWYFoRqJQKnVzP64jiigH9crDHE2gV,0.003,-119.16,184.623,119.163,inf
2933,AroPKVVUquHdNwS1eH2yoMjTuN3KxD4GhCHPsbgTT9UN,704.653,600.0,184.091,104.653,0.174
2703,93AGRvU9jLpCXC9sLZbbzUWE5CAxqyrmDC5uErSVbBfP,0.005,-15.84,184.009,15.845,inf
6919,2EivMuuecurojXP86i5YPxepdQLFT6Rkf77ktBon6fTa,0.007,-712.02,182.701,712.027,inf
6458,4bfSRCQiB2AYsFxiBJTkhPbE61QDPRcwxvvrMssZdZJh,46082.843,46073.0,182.196,9.843,0.0
6488,AGjcQKhJJAsnkjaonyr4emDJca48zBUtbBGtDjbWMsZa,551.052,725.0,181.165,-173.948,-0.24
676,CmvNNpdGVDGujBadaMmgKc8xgFfyV6G9PNEjD8zEND6L,7682.956,11871.0,180.967,-4188.044,-0.353
5751,7M93g5FWcAb9jmvhrDx8rBZnXSs9FSSdKUpCQCvG4kBg,0.007,538.93,180.498,-538.923,-1.0
4701,2hffMTM4DWHvJndYsT5pMMqS8PcyEyqVU9nGA73ozRRB,0.0,-222.0,178.327,222.0,inf
4040,DLrYNfG8qFE38q2fQjtnx2bbNZoAWXqSgNKJ5DZis3WD,101.009,2041.02,177.985,-1940.011,-0.951
4905,4k95B2HfiTXT8fDtW4286MoEPj6UdPiQd5BjFadjs8Pv,101.193,1016.0,177.327,-914.807,-0.9
510,6RicHPpU172jK5bUAkydRb5DsKWpDPtwLPrR7UgXfUX1,79816.363,80000.0,177.32,-183.637,-0.002
4690,A55v2Y6Ye1iV2Y2bw2UMSNyV3ZRxoSMci4znPxkLazwT,55508.747,55000.0,176.354,508.747,0.009
3255,6LkAihMZzH2JQPX1ijJpTmiDuVdn8JHGNSDbJ7YNBvcc,0.002,-381.4,174.444,381.402,inf
807,9iBRvCAZMjzSRSX9mqPssy5KuJ8dnK31xAjui2g1wA8G,1452.664,5841.0,173.587,-4388.336,-0.751
4604,6MMTJL3y6YhopzXUFX1xArETsvJssvc6evUtiS2JGYjJ,21.2,176.624,173.37,-155.424,-0.88
4230,AuYVtdxUQcLgiUCG38uoWAEQQ5N6sL5ZDrwS4x7WPnLB,0.003,1103.38,172.57,-1103.377,-1.0
2109,FqAKLVaHHXat2Qun684RMvr7LjZsBaTJkE7djdzVRq96,69757.532,70000.0,171.091,-242.468,-0.003
4107,6RKrKbMzsddgcPiwWpVfocqzcQzAzzZua9xbR7PXzLdg,0.004,1041.78,167.919,-1041.776,-1.0
6753,6u6bPgAmK8ufACrQV99A1Y5nhGkue3KEUHmQQkcNkxwP,55.851,401.0,165.447,-345.149,-0.861
1430,9mhL5WpXabHf8a35FcvHataM9uSm8dTvn2DByNac2mjJ,621.326,998.71,163.965,-377.384,-0.378
3045,7oXUcvinJ3ZKyPDhMbbg8HRcFrz2oBoszDmhNFCsZumM,990.361,1039.81,163.702,-49.449,-0.048
6041,2qhNaXnvUwQksdG8uiRfZZb2Vs2ASeyvGSPCZz5peJaK,0.01,-1298.78,161.876,1298.79,inf
1587,kqkEMZvKAtvsbPgD7k1D79pGYjYYshTMJMetCAddNzj,0.009,641.4,161.134,-641.391,-1.0
4624,DhksgDmMkshDNWWJMo278HwoAHvSYQ6P55c9JscMWBRB,1455.063,5814.0,161.018,-4358.937,-0.75
5975,FhiDN96bFAtwm4zLsbdPC13swT4Sod269JZRC7fQTEUj,0.001,-310.82,160.189,310.821,inf
1661,EX5b53BcbuBPXVjUzsLYRwmGpjiovsYdqwdtucnWQEi1,0.006,917.06,159.892,-917.054,-1.0
4126,7C8f8dxxqQEZyKpHMWaQtfGckrkLgUYmfEH9tjcwB8HT,0.006,-2144.41,158.568,2144.416,inf
992,B9ytpw6fHdGVDGxY9NhwJeKQyqStRGzcWkaEaRQb4LT1,4703.687,20000.0,158.463,-15296.313,-0.765
2899,DreGFqztjKiGoaVY6gCmWXsxPFF9fvegChceAgwE41yb,6923.735,14090.0,156.982,-7166.265,-0.509
5594,4vQ5zywuZpmN44XiAAsTKtxmB7Bp9kScP2GeJaZFT2Uw,0.002,-1336.0,156.514,1336.002,inf
2268,LQFXrKRAfpY4YNqt5p1BezCryLxX8oVfPX7J5NDAnxU,0.006,192.47,155.151,-192.464,-1.0
4018,84uT5pucQRcQUpX8tC179bBJ22KXCfZMwAp56f2TGLdU,104813.909,100000.0,154.414,4813.909,0.048
3679,4MqpNbZNfpXsv1VoeQ3K8xJhE8nYBfmfQ8zhvL8YQMEe,0.004,191.47,154.129,-191.466,-1.0
4927,Gwe1S7Wthi8pcNCzk1ttAvXwTUpBtfsEoDW5fMWRrPcW,9.666,320.32,154.11,-310.654,-0.97
675,9RSLF7CgSA6UhBqxHhcVtutrpkZgXoc78bANws7AWBTk,0.002,-4721.9,153.045,4721.902,inf
586,HiBxxfD7jn3Wr2Cr6tma2CNqZDqby5bGuSx77gr9Ywp7,0.002,874.41,152.473,-874.408,-1.0
2114,BjCNaM7YbE9SjFi7tzi4677zg1fKXGJwtecz2GWwWuhd,4204.426,5982.43,151.543,-1778.004,-0.297
1413,7UgYwZJrs1yryoaYpRJ31xL8N1V3W3UcmfTDHnvmcpkq,0.006,1200.89,150.514,-1200.884,-1.0
5927,6y4b8kKXNSD4dqGX7Y8HTBXHaqV59n5tHZyX5xacez5H,0.002,-766.76,150.276,766.762,inf
3732,Ew46nMa9TojSd6MHZjJm79LbLKzF2RbheniWUyBHuXvn,0.004,-2635.33,149.887,2635.334,inf
5762,8y4fmEK5ybW29NFst6nf1vAYLcF75SFBbkz6GqpSz4Zp,0.0,-394.54,148.893,394.54,inf
6577,68zbVKnneMQqngbNkeLtPEP2ayNhawc1B2hPgqAEqgXK,0.009,887.16,148.742,-887.151,-1.0
4948,Bj15AJxC22vM6iTBpGRZKXw1Ftc8zNvJaRpjKcmrbJTi,99967.363,99988.0,148.117,-20.637,-0.0
3485,5YfMUmhxWyzqMbM1FUFViE6gUS1M5roAje1LH3Zab5cN,754.295,100.0,147.084,654.295,6.543
4937,4j19AEcDwhtAZrnoDc4epNPmEL1jPpVUMeg7RmQ72Qkb,29422.545,52398.0,146.48,-22975.455,-0.438
444,5mnJjqhdtfqBRNoEecydrcqNTMWTPv3gzAHUtcbVFKbX,6878.586,5800.0,145.963,1078.586,0.186
1384,FEFxABqM9PedP4GwKQtJ3U1TYwnNrBFpTJwM8H5goKAZ,0.002,-441.62,145.869,441.622,inf
4358,4zYJejjqFtHKhrFAgpf9DgyyKaufaR5Q2zg7a3FKDDMP,734.122,500.0,144.559,234.122,0.468
5173,E4iZW2i7YcrVadVRGaRNGathDN3pQY1W2tjBExek1rMh,0.001,708.57,142.739,-708.569,-1.0
100,F9L95DtH5csfxLe9zrR1b3FbTgsNTqL6bYe6RVwtLxbe,0.003,1.41,142.59,-1.407,-0.998
5237,DpJQRYveNWVf45GJXSK6z8vzUEDrYykbKeB3AANryGj6,20.002,137.0,142.307,-116.998,-0.854
242,D8hA6qzDLFSTbkwvEdBsFZz5ykzuLP96FPhYh4uSh2PW,189.665,193.0,142.178,-3.335,-0.017
6030,AK1gH7jPDGzKUkMj3kTiSfCZfDRgYMHis2SvNVoBVor1,0.006,247.83,142.026,-247.824,-1.0
3331,BELLbzmdx1SYke9kZUxFi9VcdvwaHmkZyv24FArQ1J2f,0.0,2805.0,140.41,-2805.0,-1.0
1889,G4DTRRuhoRhhG9PdPiGioe6VENz56j2uzAYDqyZaDxej,100479.502,100000.0,140.373,479.502,0.005
6186,FQCNjgWGjxvM42qysboSjB117zVzmfHV9wDSfwoZLCjC,30.476,135.0,140.343,-104.524,-0.774
2129,BZBLrn5keWygu3ZWkcGLsFgV2aeBX551feJBEWj12LxB,1668.51,5844.0,139.34,-4175.49,-0.714
256,CehC4CkygR3myQWie8T2gjA6t4TeYmMriSQwWCeHNwdh,45047.95,42367.86,139.214,2680.09,0.063
2397,3DMJt5ZX26uEuMqHwJ7AqekB4vP1MZEaLVUpJCXrjSSf,0.007,-1699.14,139.057,1699.147,inf
804,HuW7BUXhXR4nzZDn6bev6tnMdiUZhuCetbXZfsUiVe4g,1678.026,5828.0,139.033,-4149.974,-0.712
5824,ADWeVoMSz8Y7JqySqGfFWXsEQke8F1PT2y7gvC4UxaKn,1642.972,5831.0,139.022,-4188.028,-0.718
862,CM8bKiZMZGkTj5SGw4DddfzFLuPcyQu7KgFtMVwQvzws,1832.127,5828.0,139.011,-3995.873,-0.686
2390,9wT1jRQKykx64MJit7g784aWfkEKvMDmj2E93ibTiMhB,1511.945,5830.0,138.998,-4318.055,-0.741
555,7HZBBWX4EaazJoSSEeK6qyD3suvVAcaiSDCYwSG5BJ3o,1677.6,5825.0,138.956,-4147.4,-0.712
6945,FHe77wEC8PvDMsvY5zep1oiUP43EDBQT2gpAXhFQWVFu,1819.555,5827.0,138.928,-4007.445,-0.688
6712,AkRTsxpyVettUNiehWayHXYqKnq4zxUMFN5ZRF6nRxP7,1518.193,5826.0,138.927,-4307.807,-0.739
5031,6rCrVRgk6daaR1ZvJSsjjRmJJ5GfTh7J3rvCDp4YArM7,1441.695,5828.0,138.874,-4386.305,-0.753
2475,6fUnkL4Sno3M65HCvKBTTURn4kgJt6Buu1WNGB4ECxBg,1703.633,5822.0,138.85,-4118.367,-0.707
5443,BUZHMBnW8g4QG7XdETctfHoUpBUN6AvFSiVoAtkS3QGL,1461.164,5830.0,138.83,-4368.836,-0.749
843,DBNKpnC6eW8eA3VqaWZbt3KXa95DdPZQ3Km6CC8Q6cLp,0.01,446.54,138.627,-446.53,-1.0
6342,6b5ZUpe51ggYVqyV877o1oLCZwTbwravdhbG8FPxk5Cp,1830.236,5808.0,138.598,-3977.764,-0.685
426,CEFzNhy7dcJMPajxSZCsAVYejUs41kTP9A4fKzZETRJn,1650.89,5809.0,138.58,-4158.11,-0.716
5373,BqJvGVvnQu1CWxgt5Zsn76zcnDe2qGwU7sTHsU7CmMRb,1636.418,5800.0,138.386,-4163.582,-0.718
4337,Egbh7AtsbhSx8vFC5LHBrHeAzhSH1XpMzRdKsEAm7rNJ,1500.39,5800.0,138.35,-4299.61,-0.741
5093,4y3ihantRrG6ArAkW8grdWQgVZUf3HpzRsLJXN8fj6kF,30785.359,30706.0,137.935,79.359,0.003
3527,Fwv1EVhcmEYUJrPNjVgVxJnRJVJv8vzCcmZ3e8JKck8t,1570.73,5805.0,137.821,-4234.27,-0.729
5947,4TFryxDLZMnYY1mJ3DYj3ypRUwtSA2fmeujqkNys3r5D,1625.073,5800.0,137.768,-4174.927,-0.72
6365,9TAKUFxF6p3T2ZNyt8R9oKyuQDzcCNgxhxLkkrWjyoyz,0.008,82.56,137.53,-82.552,-1.0
5533,HSH3LftAhgNEQmpNRuE1ghnbqVHsxt8edvid1zdLxH5C,1220.101,1100.0,137.3,120.101,0.109
1150,2dSDhkCA6Z4wKwZV26EM7quSht4SPh7UakvWn553vs5i,0.009,1090.28,137.072,-1090.271,-1.0
4133,GNvfwaoNsUfKkqVmJQBAD1RZ6uRy5xQQoTHH33jjjYUy,1897.295,5711.0,136.534,-3813.705,-0.668
6067,8jmTkoNA5LM3xnsV2E1RRUegxYb8TospBNRbupaCeLF8,0.0,177.45,136.46,-177.45,-1.0
2874,DhpFJxgep5Wm8dKbouqkTbjQevCyF5PFrrZeMQ2KdD8D,7021.085,5829.0,135.82,1192.085,0.205
5478,HrMU97x35iest4SbaLBFJZVhKJa5xtNrFMRmZ25fekzk,6953.077,5823.0,135.745,1130.077,0.194
6660,8fC4hoixR4EPaeQu5BMpFbasCBDDie1DjdocbvuPCBAk,7006.497,5818.0,135.591,1188.497,0.204
2473,9PDQgEU7fPhLyCgfzDWePVbShkYtAoT1AfV9nL4Xou8k,17627.614,15000.0,135.561,2627.614,0.175
5932,FDQM7LdXmZGGeqpTtgYo7WRoTEqozYuYEjYKzZjHJaYp,6928.474,5800.0,135.263,1128.474,0.195
4356,4ifaNFTKDdyaLuxGCjtmvgcGwm4XJ4RvrzqKV4s1Srok,0.001,-868.44,135.248,868.441,inf
1534,GQKB3Rvb9qvCgAYFSJ4b2kSbbzdDBucksbncqxHa2S5d,7004.024,5800.0,135.198,1204.024,0.208
3040,jLcMvWkdEDweLB1otEdmsnL48kQPF5esSKx5WDzrdei,0.002,294.21,133.811,-294.208,-1.0
4579,Dw8fNc9SPR12nU7KFpiUFHMYu9crPYPCSr1dCLoaRZPD,45.473,200.0,133.795,-154.527,-0.773
2557,6awBoNbzNwFkz2SbJqgWWfksY7YZxii4BBtcE7Yzb6wN,274.601,100.0,133.3,174.601,1.746
2044,G92jcmYyFqLTZFiX1gASWrLtAD28PddR1tHU43tumBmt,0.001,-166.87,133.202,166.871,inf
3212,DvbE6a4BKiYPwjJ872anfjc2xxAfKjFHL1L181JHQ3Ks,6679.381,6188.0,133.133,491.381,0.079
6806,BYpc1b6JZffQpHSYCAWBUyuDYjS4QqfQy5czdtfRWRPr,0.007,189.23,133.002,-189.223,-1.0
2327,3xVEsY1YMn4TbGBgwYuTqiH8w3KV8fU87qsVm4XF27vp,0.004,-2613.99,132.707,2613.994,inf
4904,EmHwYySUTRtPZVsRfb3XsnjvGz7hygvp84YDHbx3yUTF,0.01,360.71,131.616,-360.7,-1.0
4954,8B3rcU673jZubkZzUVDksTTyqTvAKKQH5seP9DUDKQYp,14096.952,12239.0,131.354,1857.952,0.152
110,3wHstepynzpZhjBJaYNo9sCXGzC8Hs97LadDF8MEk565,30.931,152.0,130.946,-121.069,-0.797
389,xpasi6uWiYb87XKNzeYL4UPVH17CR39JSxZ5PiDsK9e,0.006,124.75,130.5,-124.744,-1.0
1603,BQr7gf1QWqHUWi5FNPFtQKmDwrXeJe5FDKegDrXBUeVP,0.008,206.8,129.712,-206.792,-1.0
1506,8DKsQyYNJFCzNnHSQMYb6fPnirYJ2rFp5ws3WHW7xU8x,0.003,2024.442,129.358,-2024.439,-1.0
4497,cpjjVJexziW9gtTfUQufhv4fuQQptQYmmjtn2fxSYKo,0.005,235.17,128.245,-235.165,-1.0
5988,4qSdNoP9et6N9NLSkEHmNEL2r3YYDvoCNLVaT9KrGCdX,0.001,414.95,128.225,-414.949,-1.0
450,BcFk9XUrzJRvxe3LPE5go95n7ALfu2yM8SXDm7BYHvzZ,0.0,818.0,128.072,-818.0,-1.0
2924,56s45ZhSgHLSBNgxCmEuDfmiNqeEmy6uRURsuEpwhJq,0.004,357.24,126.996,-357.236,-1.0
2650,DJUAMqfHgb79RdxxLnZdXh1bBSkDT3tPcHr1SeYY6Yot,0.56,122.56,125.452,-122.0,-0.995
1387,Hk2muiKBS37t4rZjyiXiX2DjP7pjbNaK9iq6iYwsNqU4,6415.766,5833.0,125.196,582.766,0.1
3723,HkjKjzdiR4vCuGfWEgTr88zn9x2SDQGJvnebLSF8XbNe,6365.259,5828.0,125.132,537.259,0.092
3492,GnCQoShXjH26oBNHo13uABKefVikpZNRnzcSSvwrNEBH,6363.886,5828.0,125.121,535.886,0.092
1860,EVYhFik87aFqRodKYY78xoUDAzpnnEm2buTnWkC8SdB9,6323.972,5822.0,125.027,501.972,0.086
6670,54gJUjGa5gqehuKPaBEvJ1Ec2vCFh4B35cvtMFLigESU,10631.43,10215.2,124.823,416.23,0.041
4767,B33aUXAQAieQzVQPMKwvAJsqQj3ZRymPzZExSXoUTXYn,6351.112,5813.0,124.808,538.112,0.093
6082,BubwQg3rMQFk9V1DZSP5KFeZ4pNJh5RHc3Kh9SHnfY7j,6264.364,5813.0,124.679,451.364,0.078
3007,ETk7NbCfKDLFA58BV2TKHPxjPXasByzV93h6EGhMevQL,6279.011,5800.0,124.557,479.011,0.083
6255,9rC2oHSfyCdRPE3SmVLCtDLdosb9qnso982y5MrkhAyv,6331.635,5800.0,124.532,531.635,0.092
4637,CJ9oNBfZkmZPyHLigHVKwRQxmKJaBGxgwevYepvtosce,6331.647,5800.0,124.514,531.647,0.092
982,77SY8DKBnCtQ6yC8syF8JckfALWX28ysZvLBqAxUCsPH,6334.823,5800.0,124.51,534.823,0.092
1823,BWUoTPC3NJMrPPzaJTjozArnxRn2fTDPkdBCKGrZ4CHS,6332.74,5800.0,124.507,532.74,0.092
3904,AFMN2ZeGHopVG5e8sDnj8F6tyDa5nfYB7MKAmRgzuB3u,6351.714,5800.0,124.48,551.714,0.095
6952,684G7AwydPdEXw3CXh4UuX8FPEA2cdeA8WpSMfKrRYeE,6269.738,5800.0,124.48,469.738,0.081
6023,AJn8wnjoyckHqBJPGFUJVS1rjLRXP6Pga4aLmqvPJbBb,0.006,-767.98,123.37,767.986,inf
3788,3GdXAHDEyQ4sus7W2C3KG6AReHm1BhEGtvn5aHEq79WN,0.006,144.763,123.334,-144.757,-1.0
2260,4E9X2eUGE4tnXEMHVNjQzLHgT3iSqZSDBMYkHitwSaKt,6171.645,5727.0,123.013,444.645,0.078
3466,4AuUWWavzw3JFbKnJukGCvg4QRfPpiMjquySnzr3GTZd,733.745,875.0,122.739,-141.255,-0.161
3550,C9JiT1sQhakzmJuCPfGDq2RV2HjMtCW8CBXVp9shKSuG,0.0,200.25,122.613,-200.25,-1.0
4313,6X5por58mMECmNZQEWpo8M8aA1eHJqr5LNeV9vC7GW5e,155.583,353.69,121.93,-198.107,-0.56
1258,DhrPKe7Fb5iz6bw11S1dmwZVuZ9qfjMRe8JV6Abf6VYP,20.714,127.0,121.889,-106.286,-0.837
2541,C3CWTAtrGtVRU1nHqvV8r8NvQXeUmxDDCCPkUNb2aEaV,0.008,167.02,121.087,-167.012,-1.0
3210,7BY59PkXpdNQBwBAUte9icDDzB9H7pUWpG92DDtb5bQp,0.0,718.0,121.057,-718.0,-1.0
6967,CrVwfwqXiECyR4PMHs3ZiibPmEpRnJFdtG2wDEBAUDB7,0.0,-443.0,120.955,443.0,inf
3415,FLQcLhAsRBKnLcSYkK94Za6NhGudrCGhGGxFTdDhVC6L,0.072,-3382.04,120.786,3382.112,inf
5185,FqnGfRMxzE5abKCgku6wGvd8rmT5QdDSaocWR7QMZxgP,0.007,188.415,120.727,-188.408,-1.0
2158,1ed6Ch8PPL7SwpthDp6EJoUmzVURgnPa3uMRBNDAQrf,1018.014,1078.0,120.47,-59.986,-0.056
2401,9rYTKWxnfGMVM46eCNb3nRvpSCAu22d5xFmSMMZsvPBi,0.006,-253.77,120.456,253.776,inf
2768,FPSzEMwNaAPzPFh9W4MTtqY5QdfdnhahQ7HQDwU28SSq,0.003,286.482,120.166,-286.479,-1.0
1256,JBz9ofrFqLRMamBnG5ZeYHg4FciSr6RWuLdhc8SDLWtv,0.007,621.93,119.498,-621.923,-1.0
3983,3BJxs1GkLhq2fri6KfiD7bdvx8ntCaSnhCkcmwpJvST8,28.793,58.0,118.215,-29.207,-0.504
3392,BhAYyizjQ2coGyhDGGi7PmDG7vXbMqtE9MMRxjpnsZQs,100.585,570.86,118.107,-470.275,-0.824
6505,78bEt8nmXgDLNdE1VEdQAWinuqLmtthAm8yhaq5eNxWZ,33.183,150.0,118.095,-116.817,-0.779
3833,Du1WL52CmepztCYqw2wmJpM3vZnddZeszpdyMS5GRTb6,0.006,103.985,118.024,-103.979,-1.0
702,9PFSvU1MAtsrNt1mBTFci7F5zrrHo2epARuf3LRUTCBy,0.002,25.672,117.869,-25.67,-1.0
2873,9CJrX2NZNNDncZLZ4RREy9kUEDFhPbi36mM8M9Akicbu,444.36,180.0,117.694,264.36,1.469
607,BCc7Czy5VLepnooVnzPTkHceWBiWoWRirQWKVcjiJmNJ,100.058,326.417,117.224,-226.359,-0.693
3219,PzHMB8WqPHZJ2hxHGx1nqiLrVrsf9DkGa3RwVYvzWHt,0.007,135.73,117.125,-135.723,-1.0
161,7q5AHmpvbtqckkTrZEZnjwJ27dghZ5iS1CyChJvWGbEK,0.0,-339.81,116.801,339.81,inf
5562,FN7xnny95kstpQExvqY1rNpaNE13RhVWQweDUsFqobFu,0.006,659.86,116.46,-659.854,-1.0
3678,HMJbqBMpZFx2AAPBUhWu5NBjr2yVgCcvGx9gjweZNJ1u,101.347,118.07,116.31,-16.723,-0.142
5981,EHi1UBG8wMUFZECktsFUZkGjJPaBNEedswS62hyYn6jC,4346.468,2037.58,116.282,2308.888,1.133
4960,FSduW743jAGyyn8HTifEJitgb89Spp5gEeMXDE59aEHF,35.883,619.15,115.813,-583.267,-0.942
4244,GaUKnp2F91R3kYGe7jMLvtkXHdtt2hgnMdduedrkwzQ,107.922,-1.451,115.737,109.373,inf
4142,DfAra3qDA5bmgteTWxUzuFkw9ovSwKVeUhPQkaVxwPvF,0.006,1598.99,115.316,-1598.984,-1.0
1101,3EjPsA5PdgLTKea2Ytrx6SqcgTMgzR5wxWFSSrpFg5za,10162.541,9898.0,114.423,264.541,0.027
6523,Fqwrjukoy3gjJpyfgKRnXz9nTqzS4AABZDBoSPoTT9NK,0.003,107.61,114.128,-107.607,-1.0
6093,GZ1npvAEnARSAPh8h613BCwDB5oueisyxjuLaoiS9AR7,0.01,89.524,113.908,-89.514,-1.0
